message,sentiment,origin,emotion
"i understand not liking xaml, as it really intimidated me at first, but i will quickly say that it is a powerful tool. i am not sure how to do it through the designer, but in c# let's say you name your datagrid 'mydatagrid' and your list is named 'stringlist'. it is as simple as the following: and the data grid is now bound to your string list.",0,emothion_gold_standard,love
you must be a sad sad person...,-1,emothion_gold_standard,anger
"is it possible (or desirable?!) to set up to behave more like ? for example, instead of writing why can't i just write similarly, instead of why not just",-1,emothion_gold_standard,sadness
there is an really excellent short(!) book on stripes that covers all aspects: by frederic daoud (pragmatic programmers),0,emothion_gold_standard,love
"the following code to use results in black image no capture, why? note that adding before capture has no effect! googling has been completely useless for this case, so far!",-1,emothion_gold_standard,anger
"@codemonkeyking, no worries! =d",0,emothion_gold_standard,joy
"i recently worked on a product that was targeted to .net 3.5. out of hundreds of beta testers, i can probably count on one hand the number that already had .net 3.5. the rest had to sit through the absolutely painful .net 3.5 install from microsoft (~30 minutes, and most of the time the progress bar stays near 0 so people think it is broken).",-1,emothion_gold_standard,anger
hate ghost comments! :(,-1,emothion_gold_standard,anger
"adg is a terrible and wondrous thing. i'm still trying to figure out the ""data"" object structure when using group fields cheers",-1,emothion_gold_standard,anger
this code works absolutely fine!,0,emothion_gold_standard,joy
"with elementtree i can create an element and provide the attributes as a dict see implementation below it's much easier, minidom is too much limited ",0,SentiCR,
"i don't understand the problem. without the explicit assign, and copy operator, and without the analysisneighborhoodsearch(const implpointer &) (not needed if the setmode is done easier), i don't see why it wouldn't just work by itself correctly with gmx_unique_ptr. sorry if i'm miss something obvious.",-1,SentiCR,
"use if-else inside scriplet based on the currently selected language and place appropriate ""td"" tags. hope this is what you are looking for !",0,emothion_gold_standard,joy
"hey, i'm new to this site. i think it is great! okay, here's the deal. i just downloaded smule ocarina. i was wondering how they made it so you can upload a song to the cloud. i might have an app idea that might incorporate this. how would i do this? what would i need?",0,emothion_gold_standard,love
"i would like to be able to do ""extend my windows desktop onto this monitor"" via code. a powershell script would be idea. i have googled around a far amount and wmi seems the way forward but as i have zero knowledge in wmi i thought i would try here. hope someone can help! cheers, zi",0,emothion_gold_standard,joy
"okay so say we have a graph with a ball on it at (200,200) and we swipe our finger from (0,0) to (100,100) how do i go about moving the ball to (300,300)? this should be simple but it is really hurting my head! this is the code i have so far (using andengine)",-1,emothion_gold_standard,anger
these misaligned typedefs should be causing kwstyle errors. are you not getting any?,-1,SentiCR,
@java1 i had totally forgotten about the moderators _hating_ the _link-only-answers_.!! :-(,-1,emothion_gold_standard,sadness
"if it has a lot of cup holders, that'd be awesome, too!",0,emothion_gold_standard,love
"@martinho: indeed. but you have to learn an awful lot of c++ to understand wtf type traits do, and what the corresponding syntax means!",-1,emothion_gold_standard,anger
